unixtime;input;time;count;delta_t;ESP_CC;delta_cc;cc_overflow_count;time_print[all_mikrosec]
1615395528.6391513;9;3485207366;3763;70150;3305338884;11224014;129;85
1615395528.69129;9;3485260045;3764;52679;3313758411;8419527;129;123
1615395528.7575386;9;3485325987;3765;65942;3324300499;10542088;129;100
1615395528.8129334;9;3485381523;3766;55536;3333186189;8885690;129;84
1615395528.8759413;9;3485444107;3767;62584;3343181992;9995803;129;135
1615395528.9330156;9;3485501328;3768;57221;3352337386;9155394;129;80
1615395528.994429;9;3485562432;3769;61104;3362104937;9767551;129;92
1615395529.0498977;9;3485617868;3770;55436;3370966061;8861124;129;100
1615395529.1123102;9;3485679183;3771;61315;3380776475;9810414;129;84
1615395529.2245946;9;3485792820;3772;113637;3398940690;18164215;129;137
1615395529.3325148;9;3485900615;3773;107795;3416170191;17229501;129;105
1615395529.3835533;9;3485951626;3774;51011;3424331923;8161732;129;84
1615395529.43683;9;3486005073;3775;53447;3432874494;8542571;129;119
1615395529.484295;9;3486052472;3776;47399;3440449604;7575110;129;104
1615395529.5378978;9;3486106444;3777;53972;3449085178;8635574;129;80
1615395529.5832376;9;3486151622;3778;45178;3456304587;7219409;129;119
1615395529.6347234;9;3486202606;3779;50984;3464453431;8148844;129;83
1615395529.679752;9;3486248465;3780;45859;3471790819;7337388;129;84
1615395529.7302892;9;3486298855;3781;50390;3479853269;8062450;129;80
1615395529.7774794;9;3486346134;3782;47279;3487417831;7564562;129;80
1615395529.829874;9;3486397566;3783;51432;3495646957;8229126;129;80
1615395529.876933;9;3486445595;3784;48029;3503331579;7684622;129;80
1615395529.931154;9;3486499452;3785;53857;3511948761;8617182;129;80
1615395530.0375726;9;3486605472;3786;106020;3528894667;16945906;129;110
1615395530.1469462;9;3486715065;3787;109593;3546429409;17534742;129;83
1615395530.255845;9;3486823610;3788;108545;3563796653;17367244;129;82
1615395530.308726;9;3486876929;3789;53319;3572327751;8531098;129;80
1615395530.3701932;9;3486938205;3790;61276;3582123245;9795494;129;92
1615395530.4914029;9;3487060084;3791;121879;3601615087;19491842;129;90
1615395530.6189277;9;3487187631;3792;127547;3622022621;20407534;129;82
1615395530.6818757;9;3487250323;3793;62692;3632053339;10030718;129;81
1615395530.7517319;9;3487320200;3794;69877;3643225049;11171710;129;88
1615395530.8115191;9;3487379716;3795;59516;3652747525;9522476;129;84
1615395530.8912594;9;3487458964;3796;79248;3665427281;12679756;129;101
1615395530.9504178;9;3487518658;3797;59694;3674978351;9551070;129;80
1615395531.0253344;9;3487593874;3798;75216;3687012783;12034432;129;81
1615395531.0960538;9;3487663897;3799;70023;3698207546;11194763;129;136
1615395531.1743276;9;3487742700;3800;78803;3710807318;12599772;129;93
1615395531.2464502;9;3487813898;3801;71198;3722190254;11382936;129;104
1615395531.3322184;9;3487900410;3802;86512;3736023223;13832969;129;124
1615395531.407285;9;3487975490;3803;75080;3748027385;12004162;129;104
1615395531.4936504;9;3488061839;3804;86349;3761825586;13798201;129;135
1615395531.5776699;9;3488145873;3805;84034;3775270972;13445386;129;84
1615395531.6651945;9;3488233573;3806;87700;3789285283;14014311;129;120
1615395531.7545931;9;3488323079;3807;89506;3803606283;14321000;129;84
1615395531.8498843;9;3488417819;3808;94740;3818746960;15140677;129;120
1615395531.9385474;9;3488506238;3809;88419;3832884993;14138033;129;109
1615395532.039681;9;3488607840;3810;101602;3849132607;16247614;129;106
1615395532.1250331;9;3488693366;3811;85526;3862799122;13666515;129;136
1615395532.230421;9;3488799075;3812;105709;3879703451;16904329;129;94
1615395532.3114963;9;3488879913;3813;80838;3892628933;12925482;129;105
1615395532.417786;9;3488986139;3814;106226;3909607394;16978461;129;137
1615395532.4960432;9;3489064172;3815;78033;3922092636;12485242;129;87
1615395532.5977428;9;3489165916;3816;101744;3938354061;16261425;129;93
1615395532.6767387;9;3489245070;3817;79154;3951018671;12664610;129;81
1615395532.7646496;9;3489333158;3818;88088;3965112799;14094128;129;81
1615395532.8424754;9;3489410810;3819;77652;3977537123;12424324;129;81
1615395532.927217;9;3489495564;3820;84754;3991089053;13551930;129;89
1615395533.0017364;9;3489570161;3821;74597;4003015797;11926744;129;90
1615395533.0852654;9;3489653992;3822;83831;4016428875;13413078;129;81
1615395533.1570396;9;3489725732;3823;71740;4027907251;11478376;129;80
1615395533.229135;9;3489797605;3824;71873;4039406857;11499606;129;85
1615395533.3011773;9;3489869361;3825;71756;4050879135;11472278;129;104
1615395533.3831594;9;3489950368;3826;81007;4063831609;12952474;129;88
1615395533.4492338;9;3490017409;3827;67041;4074558149;10726540;129;80
1615395533.5265138;9;3490094963;3828;77554;4086966777;12408628;129;81
1615395533.589885;9;3490158433;3829;63470;4097122017;10155240;129;81
1615395533.6670563;9;3490235522;3830;77089;4109456187;12334170;129;81
1615395533.727439;9;3490296231;3831;60709;4119160939;9704752;129;88
1615395533.7997406;9;3490367992;3832;71761;4130642731;11481792;129;89
1615395533.9326856;9;3490500737;3833;132745;4151881947;21239216;129;99
1615395533.9914083;9;3490559648;3834;58911;4161298762;9416815;129;131
1615395534.063297;9;3490631413;3835;71765;4172781112;11482350;129;80
1615395534.1931334;9;3490761249;3836;129836;4193537434;20756322;129;110
1615395534.2482991;9;3490816532;3837;55283;4202373835;8836401;129;115
1615395534.318348;9;3490886403;3838;69871;4213544495;11170660;129;108
1615395534.3761864;9;3490944641;3839;58238;4222862513;9318018;129;80
1615395534.444754;9;3491012726;3840;68085;4233738368;10875855;129;132
1615395534.5063086;9;3491074454;3841;61728;4243614924;9876556;129;84
1615395534.5798388;9;3491147903;3842;73449;4255349089;11734165;129;108
1615395534.6332521;9;3491201912;3843;54009;4263990499;8641410;129;81
1615395534.7032366;9;3491271668;3844;69756;4275142462;11151963;129;124
1615395534.7598221;9;3491328072;3845;56404;4284158508;9016046;129;100
1615395534.8344135;9;3491403165;3846;75093;1205956;12014743;130;78
1615395534.9643457;9;3491532758;3847;129593;21923213;20717257;130;132
1615395535.0180738;9;3491586474;3848;53716;30508768;8585555;130;86
1615395535.098663;9;3491667062;3849;80588;43394114;12885346;130;99
1615395535.15051;9;3491718704;3850;51642;51647867;8253753;130;115
1615395535.2311335;9;3491799504;3851;80800;64567261;12919394;130;103
1615395535.2786586;9;3491847114;3852;47610;72184743;7617482;130;75
1615395535.351177;9;3491919191;3853;72077;83699362;11514619;130;127
1615395535.4059064;9;3491974142;3854;54951;92491618;8792256;130;80
1615395535.4807718;9;3492048505;3855;74363;104380703;11889085;130;93
1615395535.5315144;9;3492099874;3856;51369;112590943;8210240;130;81
1615395535.6013663;9;3492170223;3857;70349;123846827;11255884;130;81
1615395535.6546347;9;3492223268;3858;53045;132333997;8487170;130;77
1615395535.7255018;9;3492294232;3859;70964;143688259;11354262;130;78
1615395535.8450675;9;3492413317;3860;119085;162733161;19044902;130;87
1615395535.894991;9;3492463413;3861;50096;170739859;8006698;130;89
1615395535.9611297;9;3492529330;3862;65917;181286601;10546742;130;77
1615395536.0111024;9;3492579442;3863;50112;189304537;8017936;130;76
1615395536.0746691;9;3492643261;3864;63819;199515567;10211030;130;77
1615395536.1879764;9;3492756129;3865;112868;217574511;18058944;130;80
1615395536.233573;9;3492801742;3866;45613;224872467;7297956;130;77
1615395536.2998729;9;3492867337;3867;65595;235350335;10477868;130;90
1615395536.3423252;9;3492910760;3868;43423;242298107;6947772;130;77
1615395536.4070368;9;3492975367;3869;64607;252635105;10336998;130;81
1615395536.449751;9;3493017868;3870;42501;259435241;6800136;130;77
1615395536.5170417;9;3493085713;3871;67845;270290445;10855204;130;78
1615395536.5582035;9;3493126453;3872;40740;276808859;6518414;130;77
1615395536.6236923;9;3493192087;3873;65634;287310349;10501490;130;78
1615395536.7309127;9;3493299215;3874;107128;304442121;17131772;130;111
1615395536.8415287;9;3493409847;3875;110632;322143205;17701084;130;96
1615395536.9476888;9;3493515621;3876;105774;339058172;16914967;130;130
1615395537.0647128;9;3493632886;3877;117265;357803096;18744924;130;107
1615395537.1084812;9;3493677062;3878;44176;364871268;7068172;130;77
1615395537.1784062;9;3493746853;3879;69791;376037822;11166554;130;78
1615395537.291378;9;3493859514;3880;112661;394045907;18008085;130;134
1615395537.337433;9;3493905588;3881;46074;401408834;7362927;130;85
1615395537.4041367;9;3493972807;3882;67219;412155132;10746298;130;102
1615395537.516013;9;3494084107;3883;111300;429945409;17790277;130;131
1615395537.6262774;9;3494194566;3884;110459;447618867;17673458;130;83
1615395537.6672752;9;3494235453;3885;40887;454143074;6524207;130;101
1615395537.7343843;9;3494302428;3886;66975;464859100;10716026;130;82
1615395537.7728758;9;3494341549;3887;39121;471118452;6259352;130;77
1615395537.8372748;9;3494405918;3888;64369;481399879;10281427;130;129
1615395537.9429727;9;3494511111;3889;105193;498221766;16821887;130;111
1615395538.0477943;9;3494616075;3890;104964;515007234;16785468;130;100
1615395538.1554677;9;3494724237;3891;108162;532295477;17288243;130;135
1615395538.2001233;9;3494768927;3892;44690;539445835;7150358;130;78
1615395538.2667313;9;3494835487;3893;66560;550086532;10640697;130;95
1615395538.313144;9;3494881884;3894;46397;557501282;7414750;130;105
1615395538.3835647;9;3494952035;3895;70151;568725534;11224252;130;78
1615395538.4286687;9;3494997153;3896;45118;575926747;7201213;130;117
1615395538.501214;9;3495069781;3897;72628;587547133;11620386;130;78
1615395538.5474236;9;3495115959;3898;46178;594935689;7388556;130;78
1615395538.6101134;9;3495178484;3899;62525;604939591;10003902;130;79
1615395538.6585882;9;3495227258;3900;48774;612743549;7803958;130;78
1615395538.7371;9;3495305553;3901;78295;625270613;12527064;130;79
1615395538.869549;9;3495437903;3902;132350;646429373;21158760;130;92
1615395538.9210591;9;3495489265;3903;51362;654647259;8217886;130;78
1615395539.0007713;9;3495568948;3904;79683;667396509;12749250;130;79
1615395539.0507257;9;3495619304;3905;50356;675453545;8057036;130;78
1615395539.1283882;9;3495696469;3906;77165;687799947;12346402;130;79
1615395539.2510304;9;3495819520;3907;123051;707470587;19670640;130;92
1615395539.2971175;9;3495865644;3908;46124;714850505;7379918;130;78
1615395539.3736062;9;3495941498;3909;75854;726987081;12136576;130;79
1615395539.4217374;9;3495990266;3910;48768;734789975;7802894;130;78
1615395539.4983692;9;3496066517;3911;76251;746990123;12200148;130;79
1615395539.8883164;9;3496456695;3912;390178;809401014;62410891;130;140
1615395540.0222752;9;3496590932;3913;134237;830861498;21460484;130;108
1615395540.1567547;9;3496724775;3914;133843;852258763;21397265;130;132
1615395540.2097905;9;3496778473;3915;53698;860850455;8591692;130;82
1615395540.2911422;9;3496859599;3916;81126;873821594;12971139;130;90
1615395540.3429987;9;3496911715;3917;52116;882151406;8329812;130;98
1615395540.42298;9;3496990783;3918;79068;894793259;12641853;130;121
1615395540.4737742;9;3497042549;3919;51766;903067233;8273974;130;101
1615395540.5550861;9;3497123503;3920;80954;916019831;12952598;130;79
1615395540.6129878;9;3497181858;3921;58355;925338968;9319137;130;129
1615395540.6907008;9;3497259573;3922;77715;937773322;12434354;130;83
1615395540.7464166;9;3497315161;3923;55588;946658465;8885143;130;90
1615395540.8207393;9;3497389250;3924;74089;958503945;11845480;130;102
1615395540.8759806;9;3497444283;3925;55033;967309175;8805230;130;121
1615395540.957146;9;3497525608;3926;81325;980303550;12994375;130;99
1615395541.01031;9;3497578688;3927;53080;988796422;8492872;130;82
1615395541.093471;9;3497661501;3928;82813;1002028777;13232355;130;134
1615395541.150522;9;3497719174;3929;57673;1011256501;9227724;130;79
1615395541.231402;9;3497799541;3930;80367;1024097442;12840941;130;123
1615395541.3723855;9;3497940811;3931;141270;1046682953;22585511;130;105
1615395541.4241674;9;3497992441;3932;51630;1054943775;8260822;130;79
1615395541.5114493;9;3498079803;3933;87362;1068921729;13977954;130;80
1615395541.564739;9;3498133235;3934;53432;1077470767;8549038;130;81
1615395541.6459696;9;3498214195;3935;80960;1090424379;12953612;130;80
1615395541.7020802;9;3498270432;3936;56237;1099422355;8997976;130;80
1615395541.7816381;9;3498349533;3937;79101;1112061071;12638716;130;92
1615395541.8378289;9;3498406202;3938;56669;1121128119;9067048;130;79
1615395541.9187934;9;3498487254;3939;81052;1134096553;12968434;130;80
1615395541.972239;9;3498540623;3940;53369;1142635513;8538960;130;79
1615395542.0534766;9;3498621826;3941;81203;1155627923;12992410;130;80
1615395542.1052456;9;3498673228;3942;51402;1163852319;8224396;130;80
1615395542.1862228;9;3498754447;3943;81219;1176830063;12977744;130;92
1615395542.2387824;9;3498807230;3944;52783;1185275235;8445172;130;79
1615395542.3202107;9;3498888777;3945;81547;1198322721;13047486;130;80
1615395542.4586744;9;3499026652;3946;137875;1220382759;22060038;130;82
1615395542.6054032;9;3499173291;3947;146639;1243836393;23453634;130;97
1615395542.6647058;9;3499232939;3948;59648;1253380047;9543654;130;95
1615395542.7475233;9;3499315363;3949;82424;1266567837;13187790;130;84
1615395542.817794;9;3499385755;3950;70392;1277821532;11253695;130;134
1615395542.902807;9;3499470866;3951;85111;1291439362;13617830;130;80
1615395542.977605;9;3499545656;3952;74790;1303388336;11948974;130;107
1615395543.0699604;9;3499638711;3953;93055;1318268137;14879801;130;115
1615395543.1456482;9;3499714252;3954;75541;1330346047;12077910;130;108
1615395543.2429912;9;3499810838;3955;96586;1345782058;15436011;130;135
1615395543.326608;9;3499894606;3956;83768;1359184998;13402940;130;81
1615395543.4266052;9;3499994279;3957;99673;1375114931;15929933;130;108
1615395543.6251495;9;3500193288;3958;199009;1406938784;31823853;130;136
1615395543.717014;9;3500285014;3959;91726;1421597207;14658423;130;108
1615395543.8324327;9;3500400330;3960;115316;1440038770;18441563;130;125
1615395543.9333029;9;3500501215;3961;100885;1456171686;16132916;130;103
1615395544.0643413;9;3500632103;3962;130888;1477096125;20924439;130;136
1615395544.1709626;9;3500738709;3963;106606;1494135426;17039301;130;112
1615395544.3187194;9;3500886533;3964;147824;1517768800;23633374;130;121
