unixtime;input;ESP_CC;cc_overflow_count;
1622136137.0172522;3;2032415464;1;
1622136137.066777;3;2040618339;1;
1622136137.068464;3;2040631781;1;
1622136137.1561584;2;2054982583;1;
1622136137.1573675;2;2055003361;1;
1622136137.158593;2;2055014269;1;
1622136137.1597712;2;2055022269;1;
1622136137.2062829;3;2062703349;1;
1622136137.2093983;2;2063575425;1;
1622136137.2114472;2;2063582069;1;
1622136137.212473;2;2063592183;1;
1622136137.277996;1;2074145376;1;
1622136137.2903457;3;2076198045;1;
1622136137.3290865;2;2082605448;1;
1622136137.3304338;2;2082622436;1;
1622136137.340333;1;2084158941;1;
1622136137.3788912;3;2090219779;1;
1622136137.4021235;2;2094247785;1;
1622136137.4035172;2;2094257339;1;
1622136137.4394145;1;2099993730;1;
1622136137.466797;3;2104378847;1;
1622136137.4856453;2;2107699213;1;
1622136137.486928;2;2107709947;1;
1622136137.5127728;1;2111726988;1;
1622136137.5330315;3;2114949935;1;
1622136137.5637786;2;2120164885;1;
1622136137.565311;2;2120174605;1;
1622136137.5870273;1;2123661096;1;
1622136137.631465;2;2130732365;1;
1622136137.6624968;1;2135673272;1;
1622136137.6739602;3;2137450037;1;
1622136137.709991;2;2143295584;1;
1622136137.7227626;1;2145361999;1;
1622136137.7585738;3;2151071867;1;
1622136137.7643247;2;2151919423;1;
1622136137.797479;1;2157340678;1;
1622136137.8033664;3;2158204367;1;
1622136137.8420875;2;2164369261;1;
1622136137.8495066;1;2165471568;1;
1622136137.8863344;3;2171509143;1;
1622136137.8878534;2;2171742721;1;
1622136137.9230735;1;2177327058;1;
1622136137.924787;3;2177680323;1;
1622136137.9635172;2;2183893259;1;
1622136137.967681;1;2184441214;1;
1622136138.0037434;2;2190363205;1;
1622136138.0051248;3;2190599163;1;
1622136138.038966;3;2196082173;1;
1622136138.0401354;1;2196194758;1;
1622136138.0781512;2;2202283501;1;
1622136138.079449;1;2202494396;1;
1622136138.1155818;2;2208138305;1;
1622136138.1185253;3;2208635569;1;
1622136138.149252;3;2213587882;1;
1622136138.151696;1;2214001397;1;
1622136138.1874273;1;2219735781;1;
1622136138.1892812;2;2219874104;1;
1622136138.2224708;2;2225149946;1;
1622136138.2555811;3;2230407894;1;
1622136138.2587893;1;2231034119;1;
1622136138.2918448;1;2236273819;1;
1622136138.2933524;2;2236646644;1;
1622136138.3244019;2;2241529326;1;
1622136138.3300064;3;2242413838;1;
1622136138.355952;3;2246582664;1;
1622136138.36028;1;2247356821;1;
1622136138.391144;1;2252196053;1;
1622136138.3945496;2;2252750418;1;
1622136138.422698;2;2257261318;1;
1622136138.428975;3;2258307512;1;
1622136138.4534616;3;2262187684;1;
1622136138.4592502;1;2263111943;1;
1622136138.487287;1;2267579638;1;
1622136138.4913037;2;2268270833;1;
1622136138.5177016;2;2272470825;1;
1622136138.524818;3;2273605893;1;
1622136138.547323;3;2277220025;1;
1622136138.5543363;1;2278281992;1;
1622136138.580217;1;2282480334;1;
1622136138.5854626;2;2283294067;1;
1622136138.6101885;2;2287209299;1;
1622136138.6405497;3;2291830409;1;
1622136138.645868;1;2292964214;1;
1622136138.6702423;1;2296902642;1;
1622136138.6998606;2;2301552711;1;
1622136138.7077453;3;2302843339;1;
1622136138.7274497;3;2306025609;1;
1622136138.734659;1;2307222956;1;
1622136138.7584276;1;2310947538;1;
1622136138.7645097;2;2311954023;1;
1622136138.7866507;2;2315443784;1;
1622136138.7956192;3;2316809684;1;
1622136138.8136072;3;2319846978;1;
1622136138.8215373;1;2321112687;1;
1622136138.84335;1;2324639489;1;
1622136138.8508382;2;2325693838;1;
1622136138.8706105;2;2329001958;1;
1622136138.8984294;3;2333285553;1;
1622136138.906043;1;2334620270;1;
1622136138.9276688;1;2337951857;1;
1622136138.9343143;2;2339088064;1;
1622136138.954197;2;2342214144;1;
1622136138.9800386;3;2346416418;1;
1622136138.9883308;1;2347775959;1;
1622136139.0082448;1;2350963155;1;
1622136139.0346582;2;2355161866;1;
1622136139.0439072;3;2356634567;1;
1622136139.0603678;3;2359246853;1;
1622136139.068885;1;2360637434;1;
1622136139.088111;1;2363679211;1;
1622136139.09534;2;2364911826;1;
1622136139.1136558;2;2367780774;1;
1622136139.1231172;3;2369311762;1;
1622136139.1386611;3;2371831090;1;
1622136139.1477807;1;2373265973;1;
1622136139.1662025;1;2376163899;1;
1622136139.173958;2;2377423914;1;
1622136139.1915028;2;2380188816;1;
1622136139.2006483;3;2381721079;1;
1622136139.2158206;3;2384136911;1;
1622136139.2251132;1;2385606189;1;
1622136139.2425737;1;2388413381;1;
1622136139.2505643;2;2389705200;1;
1622136139.2676468;2;2392361856;1;
1622136139.2915797;3;2396247144;1;
1622136139.3009331;1;2397731281;1;
1622136139.318178;1;2400440755;1;
1622136139.3267868;2;2401776710;1;
1622136139.3425388;2;2404348386;1;
1622136139.3521109;3;2405910053;1;
1622136139.3662076;3;2408150721;1;
1622136139.3752365;1;2409639101;1;
1622136139.391905;1;2412258527;1;
1622136139.4003046;2;2413612074;1;
1622136139.4162831;2;2416088848;1;
1622136139.4258466;3;2417695242;1;
1622136139.4393241;3;2419866060;1;
1622136139.4490995;1;2421381485;1;
1622136139.464614;1;2423906909;1;
1622136139.473044;2;2425270684;1;
1622136139.4881136;2;2427676982;1;
1622136139.4979928;3;2429267675;1;
1622136139.511309;3;2431375583;1;
1622136139.5209866;1;2432918866;1;
1622136139.5361054;1;2435374685;1;
1622136139.54594;2;2436754420;1;
1622136139.559367;2;2439069780;1;
1622136139.5826137;3;2442726366;1;
1622136139.592019;1;2444268451;1;
1622136139.6065702;1;2446654939;1;
1622136139.615675;2;2448068050;1;
1622136139.6296008;2;2450332250;1;
1622136139.6403034;3;2451947724;1;
1622136139.6525097;3;2453919349;1;
1622136139.661884;1;2455464432;1;
1622136139.6764095;1;2457764485;1;
1622136139.6851904;2;2459194504;1;
1622136139.699024;2;2461392832;1;
1622136139.709383;3;2463029752;1;
1622136139.7215877;3;2464966018;1;
1622136139.7312095;1;2466522971;1;
1622136139.744977;1;2468768663;1;
1622136139.7682006;2;2472333982;1;
1622136139.789249;3;2475853548;1;
1622136139.799224;1;2477422296;1;
1622136139.8127496;1;2479609988;1;
1622136139.8358245;2;2483108224;1;
1622136139.8450487;3;2484742200;1;
1622136139.8567295;3;2486579052;1;
1622136139.8672867;1;2488154307;1;
1622136139.8801737;1;2490294063;1;
1622136139.8890965;2;2491748882;1;
1622136139.9015284;2;2493772454;1;
1622136139.9119527;3;2495415318;1;
1622136139.923106;3;2497194874;1;
1622136139.9326806;1;2498769915;1;
1622136139.946018;1;2500860189;1;
1622136139.9548519;2;2502300113;1;
1622136139.9674983;2;2504280267;1;
1622136139.9887247;3;2507679784;1;
1622136139.998836;1;2509264701;1;
1622136140.0110638;1;2511290297;1;
1622136140.020246;2;2512746302;1;
1622136140.0323448;2;2514690842;1;
1622136140.053413;3;2518047870;1;
1622136140.063884;1;2519650211;1;
1622136140.097267;2;2524992050;1;
1622136140.1070302;3;2526636683;1;
1622136140.1175222;3;2528298947;1;
1622136140.1279898;1;2529892250;1;
1622136140.1489937;2;2533297376;1;
1622136140.1608129;2;2535124402;1;
1622136140.1709788;3;2536777452;1;
1622136140.1805959;3;2538369462;1;
1622136140.191163;1;2539964339;1;
1622136140.211401;2;2543312104;1;
1622136140.2226055;2;2545074256;1;
1622136140.2431173;3;2548288534;1;
1622136140.2527905;1;2549881142;1;
1622136140.2844813;2;2554856054;1;
1622136140.3037727;3;2558009384;1;
1622136140.3134227;1;2559623351;1;
1622136140.3335512;2;2562855472;1;
1622136140.3443933;2;2564503174;1;
1622136140.3634725;3;2567610762;1;
1622136140.3734598;1;2569210675;1;
1622136140.3932874;2;2572404430;1;
1622136140.4035194;2;2574008710;1;
1622136140.4226034;3;2577062006;1;
1622136140.4324677;1;2578660921;1;
1622136140.452272;2;2581808796;1;
1622136140.4623754;2;2583367390;1;
1622136140.472213;3;2585026410;1;
1622136140.4812295;3;2586396602;1;
1622136140.4908295;1;2587995237;1;
1622136140.5202072;2;2592598938;1;
1622136140.5390444;3;2595586708;1;
1622136140.5484393;1;2597193411;1;
1622136140.5674713;2;2600243096;1;
1622136140.5767772;2;2601707894;1;
1622136140.5949113;3;2604651994;1;
1622136140.6048176;1;2606251085;1;
1622136140.6330042;2;2610706582;1;
1622136140.6435637;3;2612339635;1;
1622136140.650923;3;2613597641;1;
1622136140.6615589;1;2615189802;1;
1622136140.6886199;2;2619553120;1;
1622136140.6984737;3;2621205566;1;
1622136140.7062902;3;2622436740;1;
1622136140.7158697;1;2624029115;1;
1622136140.7346463;2;2626958422;1;
1622136140.74311;2;2628323962;1;
1622136140.7606537;3;2631170110;1;
1622136140.7709389;1;2632767751;1;
1622136140.7891996;2;2635669144;1;
1622136140.7980313;2;2636999038;1;
1622136140.815103;3;2639813792;1;
1622136140.8248098;1;2641402267;1;
1622136140.8511317;2;2645591378;1;
1622136140.868841;3;2648365990;1;
1622136140.8781285;1;2649948253;1;
1622136140.8963015;2;2652791314;1;
1622136140.9039285;2;2654067888;1;
1622136140.9214184;3;2656832008;1;
