unixtime;input;ESP_CC;cc_overflow_count;
1622128683.4891632;3;1397388494;0;
1622128683.5467546;1;1406730413;0;
1622128683.5702026;3;1410433434;0;
1622128683.5885918;2;1413640844;0;
1622128683.5900316;2;1413652226;0;
1622128683.6197402;1;1418301269;0;
1622128683.6304803;3;1420069036;0;
1622128683.6680765;2;1426060174;0;
1622128683.6750484;1;1427103745;0;
1622128683.7109087;2;1432829756;0;
1622128683.7124798;3;1433198436;0;
1622128683.7439718;3;1438136304;0;
1622128683.747761;1;1438722256;0;
1622128683.7792115;1;1443798148;0;
1622128683.78236;2;1444361749;0;
1622128683.8096626;2;1448631049;0;
1622128683.8166685;3;1449803005;0;
1622128683.8378232;3;1453197335;0;
1622128683.8446722;1;1454386116;0;
1622128683.8681645;1;1458008769;0;
1622128683.8761148;2;1459118318;0;
1622128683.8943648;2;1462300774;0;
1622128683.920108;3;1466344163;0;
1622128683.9293745;1;1467763930;0;
1622128683.9466052;1;1470623038;0;
1622128683.9548516;2;1471941831;0;
1622128683.9710803;2;1474488501;0;
1622128683.9945753;3;1478219449;0;
1622128684.0035784;1;1479754218;0;
1622128684.0184493;1;1482091699;0;
1622128684.0269616;2;1483504948;0;
1622128684.0405037;2;1485641660;0;
1622128684.0619853;3;1489080135;0;
1622128684.0722842;1;1490677038;0;
1622128684.0845928;1;1492693638;0;
1622128684.0938683;2;1494162289;0;
1622128684.1054459;2;1496001683;0;
1622128684.1160789;3;1497656735;0;
1622128684.1255703;3;1499232599;0;
1622128684.1354523;1;1500834736;0;
1622128684.156427;2;1504109497;0;
1622128684.1661336;2;1505728529;0;
1622128684.1851234;3;1508754198;0;
1622128684.1950557;1;1510353271;0;
1622128684.2141902;2;1513419037;0;
1622128684.2230892;2;1514860723;0;
1622128684.241527;3;1517761427;0;
1622128684.2515619;1;1519355288;0;
1622128684.2697313;2;1522257927;0;
1622128684.277811;2;1523561993;0;
1622128684.2948844;3;1526317287;0;
1622128684.3048136;1;1527905142;0;
1622128684.322324;2;1530673804;0;
1622128684.3305643;2;1531858960;0;
1622128684.3397014;3;1533471782;0;
1622128684.3462996;3;1534504860;0;
1622128684.3560362;1;1536061928;0;
1622128684.3728766;2;1538733947;0;
1622128684.3800497;2;1539833597;0;
1622128684.3957322;3;1542369327;0;
1622128684.4054348;1;1543912428;0;
1622128684.427709;2;1547495505;0;
1622128684.4433303;3;1549961895;0;
1622128684.4523964;1;1551486638;0;
1622128684.4736743;2;1554901562;0;
1622128684.488755;3;1557278218;0;
1622128684.4981925;1;1558795779;0;
1622128684.5128562;2;1561179643;0;
1622128684.5190263;2;1562072107;0;
1622128684.5329976;3;1564384185;0;
1622128684.5424044;1;1565873552;0;
1622128684.5624924;2;1569051395;0;
1622128684.5759938;3;1571291747;0;
1622128684.585152;1;1572762234;0;
1622128684.5996263;2;1575028661;0;
1622128684.6046228;2;1575828007;0;
1622128684.6181698;3;1578024363;0;
1622128684.6273644;1;1579467471;0;
1622128684.641401;2;1581666234;0;
1622128684.6462681;2;1582427488;0;
1622128684.6594253;3;1584558019;0;
1622128684.6733341;1;1586769014;0;
1622128684.6863449;2;1588868435;0;
1622128684.6994314;3;1590954067;0;
1622128684.7081926;1;1592372680;0;
1622128684.7257562;2;1595166487;0;
1622128684.7381299;3;1597203719;0;
1622128684.7468853;1;1598605492;0;
1622128684.7599862;2;1600658001;0;
1622128684.764487;2;1601316231;0;
1622128684.7767677;3;1603308482;0;
1622128684.7894325;1;1605351093;0;
1622128684.8015842;2;1607308424;0;
1622128684.813905;3;1609241805;0;
1622128684.8265796;1;1611243352;0;
1622128684.8346083;2;1612556457;0;
1622128684.8381832;2;1613146083;0;
1622128684.8497066;3;1615041843;0;
1622128684.8582835;1;1616386676;0;
1622128684.8702228;2;1618291015;0;
1622128684.8737526;2;1618855025;0;
