unixtime;input;ESP_CC;cc_overflow_count;
1622128520.4015324;3;1238135396;0;
1622128520.4037735;3;1238187332;0;
1622128520.4052951;3;1238195530;0;
1622128520.4067535;3;1238205066;0;
1622128520.4215605;3;1241507292;0;
1622128520.4222708;3;1241516134;0;
1622128520.4226809;3;1241524370;0;
1622128520.4238;3;1241536882;0;
1622128520.4652016;1;1248115963;0;
1622128520.4996166;1;1253539079;0;
1622128520.5050173;2;1254797504;0;
1622128520.5064993;2;1254811046;0;
1622128520.508436;2;1254819312;0;
1622128520.50946;2;1254825912;0;
1622128520.552859;3;1262134850;0;
1622128520.5740476;2;1265861466;0;
1622128520.575437;2;1265870306;0;
1622128520.6108813;1;1271432124;0;
1622128520.6405349;3;1276150466;0;
1622128520.6536548;2;1278470004;0;
1622128520.6552966;2;1278479648;0;
1622128520.684479;1;1283285961;0;
1622128520.695866;3;1285077428;0;
1622128520.7339182;2;1291094432;0;
1622128520.7434244;1;1292605215;0;
1622128520.779594;3;1298530162;0;
1622128520.7813022;2;1298733912;0;
1622128520.8158307;1;1304450963;0;
1622128520.8170462;3;1304495132;0;
1622128520.8550768;2;1310797446;0;
1622128520.856509;1;1310878285;0;
1622128520.8920512;2;1316358170;0;
1622128520.8962965;3;1317043172;0;
1622128520.9238954;3;1321506310;0;
1622128520.9284298;1;1322187607;0;
1622128520.9590795;1;1327129977;0;
1622128520.9620392;2;1327710628;0;
1622128520.9899607;2;1332080856;0;
1622128520.996716;3;1333207522;0;
1622128521.0201418;3;1336831957;0;
1622128521.0262601;1;1337900094;0;
1622128521.0517418;1;1341871046;0;
1622128521.057193;2;1342816435;0;
1622128521.0790913;2;1346354995;0;
1622128521.0879025;3;1347735403;0;
1622128521.1058795;3;1350655263;0;
1622128521.1142821;1;1351999904;0;
1622128521.1346982;1;1355229456;0;
1622128521.142478;2;1356428561;0;
1622128521.1604247;2;1359316085;0;
1622128521.1697218;3;1360835267;0;
1622128521.1844945;3;1363273441;0;
1622128521.1937766;1;1364737252;0;
1622128521.2113922;1;1367464606;0;
1622128521.2354705;2;1371288325;0;
1622128521.2448816;3;1372888827;0;
1622128521.2577643;3;1374977827;0;
1622128521.2675698;1;1376508034;0;
1622128521.2823665;1;1378884202;0;
1622128521.2914221;2;1380299827;0;
1622128521.3048217;2;1382463977;0;
1622128521.3268266;3;1385968113;0;
1622128521.3382378;1;1387546684;0;
1622128521.3494089;1;1389627522;0;
1622128521.3586795;2;1391085913;0;
1622128521.3715081;2;1393016353;0;
1622128521.381019;3;1394666416;0;
1622128521.3913512;3;1396318868;0;
1622128521.4013698;1;1397928665;0;
1622128521.422199;2;1401290370;0;
1622128521.4331985;2;1403020238;0;
1622128521.4532533;3;1406182338;0;
1622128521.4638484;1;1407788777;0;
1622128521.482843;2;1411004524;0;
1622128521.4930952;2;1412592840;0;
1622128521.5035236;3;1414248452;0;
1622128521.5119445;3;1415612892;0;
1622128521.5221467;1;1417212005;0;
1622128521.5412192;2;1420293068;0;
1622128521.5505118;2;1421752176;0;
1622128521.5611072;3;1423412352;0;
1622128521.5688467;3;1424682156;0;
1622128521.57871;1;1426276995;0;
1622128521.59739;2;1429232190;0;
1622128521.6054251;2;1430592298;0;
1622128521.6235693;3;1433411724;0;
1622128521.6331327;1;1435009307;0;
1622128521.6596658;2;1439119777;0;
1622128521.6763778;3;1441849861;0;
1622128521.6861622;1;1443426622;0;
1622128521.703518;2;1446197733;0;
1622128521.7104564;2;1447387649;0;
1622128521.7272568;3;1450025975;0;
1622128521.737213;1;1451588854;0;
1622128521.7535913;2;1454272039;0;
1622128521.760789;2;1455391205;0;
1622128521.770469;3;1456993495;0;
1622128521.776723;3;1457962780;0;
1622128521.786312;1;1459512023;0;
