unixtime;Bx;By;Bz
1615395513.6285875;-1778;-3397;-9941
1615395513.6395202;-1771;-3405;-9871
1615395513.6685328;-1721;-3370;-9650
1615395513.6983442;-1668;-3322;-9405
1615395513.7092862;-1657;-3315;-9306
1615395513.7391043;-1595;-3242;-9063
1615395513.7674944;-1550;-3200;-8775
1615395513.7772038;-1541;-3177;-8682
1615395513.8079638;-1488;-3107;-8391
1615395513.8369756;-1457;-3037;-8086
1615395513.8665798;-1417;-2962;-7788
1615395513.8764884;-1405;-2927;-7668
1615395513.9074602;-1367;-2827;-7323
1615395513.935936;-1322;-2725;-7001
1615395513.94634;-1307;-2687;-6885
1615395513.9575565;-1312;-2660;-6751
1615395513.975649;-1281;-2587;-6518
1615395513.9856634;-1275;-2555;-6402
1615395513.996366;-1265;-2530;-6290
1615395514.0067604;-1267;-2482;-6143
1615395514.0158854;-1248;-2430;-6035
1615395514.0457158;-1231;-2307;-5666
1615395514.0572557;-1241;-2267;-5511
1615395514.085924;-1217;-2152;-5143
1615395514.115607;-1217;-1995;-4758
1615395514.1452339;-1203;-1875;-4363
1615395514.1561165;-1201;-1817;-4192
1615395514.1848521;-1186;-1672;-3818
1615395514.214738;-1193;-1545;-3400
1615395514.224725;-1203;-1477;-3245
1615395514.2561054;-1212;-1327;-2806
1615395514.2840636;-1222;-1185;-2400
1615395514.2943642;-1243;-1120;-2250
1615395514.3052678;-1241;-1057;-2092
1615395514.3236556;-1260;-970;-1811
1615395514.333455;-1262;-900;-1670
1615395514.343496;-1278;-855;-1525
1615395514.3735728;-1298;-690;-1097
1615395514.3828995;-1320;-627;-952
1615395514.393028;-1322;-577;-806
1615395514.4332743;-1378;-370;-222
1615395514.442826;-1393;-317;-83
1615395514.4543173;-1420;-260;78
1615395514.4625201;-1431;-205;198
1615395514.4725583;-1447;-157;345
1615395514.48218;-1465;-90;490
1615395514.492342;-1478;-45;637
1615395514.5325367;-1550;162;1203
1615395514.5426316;-1581;207;1342
1615395514.553746;-1607;262;1506
1615395514.5818179;-1668;422;1908
1615395514.5921192;-1681;477;2048
1615395514.60276;-1723;502;2201
1615395514.6115916;-1740;555;2315
1615395514.6415083;-1808;695;2726
1615395514.6527977;-1842;755;2878
1615395514.6612902;-1873;810;2998
1615395514.6712563;-1902;852;3127
1615395514.6815412;-1926;895;3257
1615395514.7107623;-1992;1012;3652
1615395514.72117;-2030;1052;3778
1615395514.7520428;-2125;1182;4167
1615395514.7611713;-2148;1227;4271
1615395514.790976;-2240;1325;4628
1615395514.8016226;-2280;1377;4772
1615395514.830705;-2382;1470;5088
1615395514.8601677;-2477;1565;5435
1615395514.8701577;-2501;1612;5541
1615395514.9011207;-2631;1685;5873
1615395514.9298503;-2717;1752;6173
1615395514.9397147;-2760;1765;6257
1615395514.9503644;-2821;1792;6358
1615395514.9803967;-2923;1872;6642
1615395515.0093443;-3033;1885;6895
1615395515.0190403;-3083;1907;6982
1615395515.0503967;-3211;1927;7211
1615395515.0791576;-3330;1945;7418
1615395515.0891004;-3366;1947;7492
1615395515.0994816;-3435;1942;7562
1615395515.1285744;-3548;1937;7745
1615395515.1585274;-3675;1910;7903
1615395515.1683133;-3701;1887;7952
1615395515.1989884;-3857;1832;8091
1615395515.2078948;-3883;1825;8116
1615395515.2378304;-3998;1762;8222
1615395515.2493534;-4062;1725;8250
1615395515.2778084;-4186;1640;8320
1615395515.3071253;-4297;1512;8363
1615395515.3170485;-4345;1472;8370
1615395515.3482165;-4485;1332;8375
1615395515.357285;-4521;1297;8375
1615395515.386946;-4650;1137;8352
1615395515.398216;-4680;1067;8342
1615395515.4266357;-4785;887;8303
1615395515.4361308;-4816;830;8271
1615395515.4470696;-4875;750;8238
1615395515.475912;-4970;550;8146
1615395515.4862769;-4996;470;8105
1615395515.4965167;-5041;382;8045
1615395515.525722;-5143;142;7906
1615395515.536146;-5172;52;7860
1615395515.5462818;-5203;-57;7800
1615395515.5552099;-5225;-132;7740
1615395515.5653486;-5253;-222;7675
1615395515.5752892;-5281;-325;7617
1615395515.6054428;-5367;-637;7421
1615395515.6153576;-5388;-742;7345
1615395515.6250713;-5407;-852;7260
1615395515.6351504;-5438;-960;7183
1615395515.6463013;-5473;-1080;7086
1615395515.6753504;-5515;-1415;6838
1615395515.7046463;-5568;-1780;6530
1615395515.714716;-5562;-1915;6426
1615395515.7457774;-5615;-2327;6088
1615395515.7744148;-5633;-2737;5735
1615395515.7844858;-5628;-2872;5615
1615395515.795764;-5633;-3017;5483
1615395515.813595;-5638;-3292;5252
1615395515.8236277;-5626;-3440;5121
1615395515.8336766;-5626;-3585;4991
1615395515.8634293;-5595;-4042;4576
1615395515.8735144;-5586;-4200;4430
1615395515.883596;-5565;-4362;4298
1615395515.8946867;-5555;-4530;4130
1615395515.9231591;-5483;-4995;3691
1615395515.9335458;-5460;-5147;3543
1615395515.944031;-5441;-5330;3372
1615395515.962708;-5383;-5625;3091
1615395515.9724293;-5352;-5790;2920
1615395515.9822774;-5312;-5952;2762
1615395516.0120752;-5188;-6452;2268
1615395516.0221524;-5143;-6602;2102
1615395516.0319712;-5112;-6780;1936
1615395516.043172;-5067;-6967;1751
1615395516.071856;-4911;-7442;1261
1615395516.0820684;-4848;-7607;1081
1615395516.0929177;-4806;-7790;896
1615395516.1220694;-4616;-8255;397
1615395516.1521227;-4440;-8752;-111
1615395516.161483;-4360;-8925;-293
1615395516.1713905;-4292;-9085;-451
1615395516.201295;-4050;-9552;-968
1615395516.2122827;-3965;-9707;-1138
1615395516.2425075;-3706;-10205;-1696
1615395516.2711635;-3430;-10642;-2187
1615395516.301094;-3178;-11085;-2691
1615395516.3310559;-2876;-11495;-3211
1615395516.3421674;-2746;-11670;-3400
1615395516.3600156;-2548;-11925;-3693
1615395516.3703132;-2425;-12055;-3857
1615395516.380466;-2322;-12185;-4018
1615395516.3912122;-2208;-12325;-4206
1615395516.410307;-1977;-12570;-4500
1615395516.4198523;-1868;-12682;-4661
1615395516.4298809;-1745;-12810;-4802
1615395516.4415052;-1605;-12935;-4985
1615395516.45939;-1370;-13145;-5263
1615395516.4696658;-1248;-13272;-5423
1615395516.4797757;-1125;-13370;-5557
1615395516.4903522;-991;-13490;-5721
1615395516.5090704;-761;-13680;-5971
1615395516.51914;-618;-13770;-6102
1615395516.5291774;-485;-13860;-6247
1615395516.540608;-347;-13967;-6416
1615395516.568873;31;-14220;-6778
1615395516.5792332;171;-14292;-6903
1615395516.5898027;326;-14382;-7051
1615395516.6084526;573;-14515;-7238
1615395516.6185515;718;-14590;-7375
1615395516.628278;853;-14652;-7481
1615395516.6584237;1267;-14827;-7818
1615395516.668332;1402;-14875;-7938
1615395516.678376;1538;-14930;-8021
1615395516.6894312;1695;-14992;-8140
1615395516.708469;1953;-15052;-8303
1615395516.7182283;2101;-15107;-8402
1615395516.7280118;2235;-15130;-8492
1615395516.7392375;2401;-15175;-8595
1615395516.7575777;2646;-15222;-8756
1615395516.7673755;2802;-15245;-8837
1615395516.777828;2950;-15270;-8908
1615395516.7888386;3100;-15295;-8990
1615395516.8074744;3358;-15312;-9121
1615395516.8173032;3501;-15305;-9200
1615395516.8275187;3632;-15312;-9260
1615395516.838663;3791;-15310;-9317
1615395516.8877063;4490;-15265;-9562
1615395516.9165401;4861;-15180;-9680
1615395516.946355;5277;-15072;-9770
1615395516.9761493;5655;-14932;-9818
1615395516.987316;5802;-14882;-9846
1615395517.0054808;6045;-14762;-9860
1615395517.0155227;6166;-14700;-9873
1615395517.0256917;6293;-14622;-9871
1615395517.0367632;6427;-14550;-9853
1615395517.0552459;6625;-14407;-9851
1615395517.065475;6752;-14330;-9841
1615395517.0754979;6860;-14250;-9823
1615395517.0864503;7007;-14137;-9793
1615395517.105149;7211;-13950;-9753
1615395517.1151454;7300;-13847;-9721
1615395517.1253865;7418;-13740;-9691
1615395517.135987;7540;-13615;-9657
1615395517.1548707;7725;-13392;-9573
1615395517.1648715;7815;-13265;-9541
1615395517.1748803;7920;-13152;-9488
1615395517.1862876;8028;-13002;-9432
1615395517.2047665;8193;-12745;-9328
1615395517.2148333;8273;-12605;-9273
1615395517.2245991;8345;-12465;-9213
1615395517.2358866;8457;-12300;-9137
1615395517.254224;8595;-12007;-8998
1615395517.2645688;8666;-11865;-8927
1615395517.2744691;8740;-11685;-8848
1615395517.2852638;8832;-11502;-8751
1615395517.3147943;8996;-10992;-8502
1615395517.3437462;9177;-10455;-8197
1615395517.363329;9272;-10060;-7987
1615395517.373475;9322;-9872;-7876
1615395517.403453;9441;-9270;-7538
1615395517.4132602;9467;-9042;-7416
1615395517.4232857;9507;-8840;-7298
1615395517.4341865;9547;-8597;-7153
1615395517.4433239;9557;-8395;-7042
1615395517.4730155;9621;-7737;-6645
1615395517.4842796;9650;-7470;-6481
1615395517.5125766;9668;-6790;-6077
1615395517.5426748;9665;-6095;-5633
1615395517.5529554;9650;-5845;-5467
1615395517.5832794;9618;-5067;-4961
1615395517.6120617;9552;-4350;-4495
1615395517.623031;9528;-4085;-4323
1615395517.633072;9496;-3812;-4135
1615395517.6514444;9422;-3317;-3818
1615395517.6616275;9381;-3057;-3628
1615395517.6715224;9338;-2800;-3462
1615395517.7015274;9198;-2035;-2912
1615395517.7112648;9138;-1765;-2730
1615395517.7213917;9088;-1500;-2557
1615395517.732194;9013;-1197;-2356
1615395517.7613974;8816;-450;-1816
1615395517.7707202;8737;-180;-1628
1615395517.7817502;8652;115;-1416
1615395517.8107014;8416;870;-880
1615395517.8201635;8307;1135;-686
1615395517.83149;8226;1415;-473
1615395517.840404;8120;1650;-305
1615395517.850095;8022;1897;-108
1615395517.881174;7691;2700;478
1615395517.8900957;7582;2917;640
1615395517.8996627;7456;3165;827
1615395517.9099512;7350;3410;1032
1615395517.9399483;6968;4137;1580
1615395517.9501169;6838;4380;1781
1615395517.9809918;6408;5095;2342
1615395517.9892278;6270;5297;2481
1615395518.0194132;5831;5952;3015
1615395518.0305362;5666;6190;3220
1615395518.0589523;5198;6775;3696
1615395518.0884871;4708;7335;4185
1615395518.0986044;4537;7525;4342
1615395518.129786;4007;8060;4816
1615395518.139159;3833;8215;4908
1615395518.1685903;3300;8672;5328
1615395518.1789849;3095;8827;5506
1615395518.2082493;2567;9225;5876
1615395518.2176332;2372;9337;5998
1615395518.2290344;2158;9475;6141
1615395518.247505;1808;9687;6370
1615395518.257333;1610;9785;6470
1615395518.2674923;1433;9890;6585
1615395518.2971697;837;10167;6885
1615395518.30743;647;10235;6971
1615395518.3167832;442;10320;7070
1615395518.3279555;218;10387;7170
1615395518.3372037;46;10440;7241
1615395518.346782;-150;10505;7323
1615395518.3782942;-751;10645;7555
1615395518.4068434;-1281;10737;7740
1615395518.4365158;-1850;10765;7908
1615395518.4660056;-2408;10775;8040
1615395518.4774559;-2625;10762;8080
1615395518.4953988;-2947;10727;8143
1615395518.5060925;-3126;10707;8167
1615395518.5158672;-3303;10672;8195
1615395518.526984;-3490;10625;8211
1615395518.5561378;-3960;10497;8243
1615395518.585762;-4447;10317;8257
1615395518.6155694;-4903;10090;8216
1615395518.6263885;-5075;10002;8222
1615395518.6447113;-5331;9840;8190
1615395518.654698;-5467;9745;8162
1615395518.664753;-5610;9645;8121
1615395518.675695;-5773;9512;8100
1615395518.684657;-5878;9415;8072
1615395518.714566;-6261;9065;7943
1615395518.7256927;-6408;8922;7908
1615395518.7546628;-6715;8542;7745
1615395518.764305;-6828;8402;7691
1615395518.775322;-6957;8230;7622
1615395518.7992196;-7142;7952;7530
1615395518.8033278;-7237;7787;7442
1615395518.8134825;-7330;7642;7372
1615395518.8430576;-7580;7147;7127
1615395518.8531122;-7648;6975;7045
1615395518.8631477;-7727;6800;6963
1615395518.8741724;-7825;6585;6865
1615395518.883051;-7875;6442;6775
1615395518.9128973;-8052;5882;6495
1615395518.923984;-8126;5657;6370
1615395518.9529693;-8265;5105;6077
1615395518.9826837;-8397;4500;5735
1615395518.9928138;-8413;4300;5628
1615395519.0242352;-8507;3637;5255
1615395519.0326622;-8526;3450;5135
1615395519.0624967;-8571;2792;4751
1615395519.0734308;-8582;2565;4603
1615395519.102261;-8576;1942;4220
1615395519.131953;-8571;1255;3800
1615395519.1419246;-8552;1037;3658
1615395519.172732;-8507;342;3197
1615395519.1815946;-8478;157;3075
1615395519.2117968;-8402;-520;2626
1615395519.222215;-8362;-775;2457
1615395519.2310944;-8333;-965;2323
1615395519.2412117;-8291;-1187;2181
1615395519.272431;-8155;-1867;1688
1615395519.3007956;-8007;-2495;1252
1615395519.3109593;-7946;-2692;1097
1615395519.3217828;-7883;-2950;933
1615395519.3502831;-7711;-3565;487
1615395519.360672;-7643;-3765;335
1615395519.371368;-7561;-4002;146
1615395519.4004323;-7332;-4580;-285
1615395519.4101326;-7258;-4782;-441
1615395519.4211373;-7185;-5020;-617
1615395519.4503462;-6928;-5570;-1058
1615395519.479722;-6641;-6160;-1517
1615395519.4899082;-6560;-6350;-1675
1615395519.5221305;-6256;-6942;-2151
1615395519.5493288;-5958;-7460;-2587
1615395519.5594366;-5847;-7615;-2730
1615395519.5700154;-5721;-7827;-2906
1615395519.588199;-5507;-8140;-3181
1615395519.5982509;-5400;-8300;-3317
1615395519.608367;-5270;-8485;-3473
1615395519.6192937;-5141;-8667;-3628
1615395519.6281888;-5025;-8815;-3758
1615395519.6582062;-4645;-9282;-4195
1615395519.669196;-4521;-9445;-4342
1615395519.6980636;-4141;-9862;-4746
1615395519.7278328;-3741;-10292;-5132
1615395519.7575874;-3316;-10685;-5530
1615395519.7690783;-3163;-10820;-5675
1615395519.7870839;-2876;-11042;-5895
1615395519.7973533;-2738;-11160;-6035
1615395519.8074687;-2588;-11277;-6135
1615395519.8186188;-2430;-11395;-6287
1615395519.837328;-2127;-11585;-6497
1615395519.8470507;-1980;-11680;-6615
1615395519.8573403;-1823;-11785;-6723
1615395519.8685691;-1666;-11887;-6855
1615395519.8871627;-1376;-12065;-7051
1615395519.8969886;-1225;-12147;-7146
1615395519.9071069;-1062;-12222;-7252
1615395519.918128;-887;-12302;-7370
1615395519.9361598;-582;-12437;-7555
1615395519.9461484;-431;-12500;-7645
1615395519.956324;-273;-12572;-7742
1615395519.9679215;-100;-12635;-7835
1615395519.9764087;55;-12682;-7920
1615395520.0068126;540;-12827;-8165
1615395520.0171459;711;-12870;-8255
1615395520.0465014;1191;-12960;-8456
1615395520.0762846;1673;-13035;-8652
1615395520.1058295;2163;-13060;-8827
1615395520.1167283;2338;-13067;-8892
1615395520.1353245;2641;-13070;-8973
1615395520.145408;2807;-13050;-9026
1615395520.1551354;2955;-13040;-9072
1615395520.1665866;3128;-13032;-9118
1615395520.1848683;3413;-12972;-9183
1615395520.1951;3582;-12945;-9208
1615395520.2049649;3730;-12917;-9241
1615395520.2163358;3910;-12870;-9276
1615395520.2452033;4336;-12737;-9326
1615395520.274778;4785;-12552;-9352
1615395520.3051136;5222;-12335;-9363
1615395520.3157456;5383;-12262;-9372
1615395520.3346312;5642;-12092;-9347
1615395520.34379;5778;-12000;-9328
1615395520.3538046;5916;-11905;-9312
1615395520.365146;6061;-11795;-9301
1615395520.3835318;6298;-11582;-9246
1615395520.3935585;6438;-11467;-9232
1615395520.4038231;6565;-11342;-9190
1615395520.4149024;6693;-11215;-9160
1615395520.4333284;6910;-10970;-9067
1615395520.443296;7036;-10837;-9037
1615395520.4541695;7150;-10680;-8987
1615395520.4644167;7276;-10525;-8936
1615395520.4937449;7558;-10075;-8765
1615395520.523402;7880;-9562;-8576
1615395520.552518;8143;-9032;-8356
1615395520.5638523;8231;-8817;-8252
1615395520.592484;8450;-8255;-8010
1615395520.6027355;8521;-8037;-7917
1615395520.6134324;8606;-7800;-7811
1615395520.6318674;8718;-7405;-7608
1615395520.6417537;8766;-7197;-7500
1615395520.6520119;8813;-6952;-7400
1615395520.682128;8961;-6270;-7072
1615395520.6918283;8990;-6040;-6945
1615395520.7018132;9035;-5797;-6835
1615395520.712724;9101;-5520;-6677
1615395520.7416468;9158;-4797;-6320
1615395520.751848;9188;-4545;-6178
1615395520.7627432;9203;-4247;-6012
1615395520.7916975;9220;-3485;-5620
1615395520.8213787;9201;-2682;-5157
1615395520.8312654;9193;-2397;-5001
1615395520.8621602;9162;-1540;-4503
1615395520.890804;9061;-735;-4035
1615395520.9008868;9020;-440;-3868
1615395520.91217;8980;-130;-3680
1615395520.920524;8943;125;-3530
1615395520.9504282;8790;982;-2998
1615395520.9616046;8706;1302;-2800
1615395520.990333;8511;2105;-2301
1615395521.0002832;8431;2407;-2116
1615395521.0109131;8345;2727;-1920
1615395521.0403585;8076;3540;-1375
1615395521.0698774;7785;4380;-827
1615395521.0795972;7682;4657;-653
1615395521.0891116;7561;4925;-476
1615395521.09904;7447;5192;-288
1615395521.1101587;7326;5497;-76
1615395521.1389186;6950;6262;471
1615395521.1499023;6820;6512;637
1615395521.1600988;6672;6802;832
1615395521.1685936;6553;7022;1002
1615395521.198786;6095;7772;1538
1615395521.2100575;5932;8045;1746
1615395521.2397208;5470;8727;2261
1615395521.2479985;5301;8952;2413
1615395521.2593627;5098;9200;2620
1615395521.278319;4780;9612;2928
1615395521.287534;4587;9827;3111
1615395521.2976964;4402;10035;3261
1615395521.3277621;3830;10622;3737
1615395521.337478;3641;10812;3901
1615395521.3475919;3432;10997;4040
1615395521.3586805;3216;11207;4220
1615395521.3768256;2847;11532;4513
1615395521.3867965;2633;11675;4645
1615395521.396805;2427;11847;4781
1615395521.407815;2190;12017;4938
1615395521.4367042;1573;12420;5323
1615395521.4663196;930;12802;5677
1615395521.4962368;295;13110;5998
1615395521.5071998;31;13197;6107
1615395521.5373447;-571;13432;6375
1615395521.566625;-1248;13642;6622
1615395521.596611;-1890;13760;6835
1615395521.6070597;-2132;13802;6901
1615395521.6252828;-2533;13837;7015
1615395521.6355894;-2731;13847;7051
1615395521.645834;-2931;13865;7102
1615395521.6564906;-3187;13867;7140
1615395521.6853998;-3758;13835;7233
1615395521.715336;-4368;13750;7285
1615395521.7452977;-4940;13592;7280
1615395521.7561402;-5156;13532;7276
1615395521.774705;-5493;13395;7268
1615395521.784623;-5666;13327;7241
1615395521.7943835;-5850;13227;7220
1615395521.8055327;-6042;13115;7173
1615395521.834569;-6517;12807;7045
1615395521.8643992;-6981;12427;6887
1615395521.8955078;-7401;12010;6666
1615395521.9049902;-7566;11827;6571
1615395521.9238448;-7772;11520;6407
1615395521.9338818;-7898;11352;6306
1615395521.94411;-8007;11177;6213
1615395521.9549809;-8152;10962;6097
1615395521.9732535;-8323;10610;5898
1615395521.98323;-8416;10425;5778
1615395521.9930692;-8502;10217;5650
1615395522.004222;-8606;9987;5506
1615395522.0328927;-8801;9377;5123
1615395522.0429049;-8866;9160;4963
1615395522.0540688;-8937;8900;4816
1615395522.0724666;-9025;8475;4546
1615395522.083217;-9067;8250;4388
1615395522.0923674;-9120;8020;4233
1615395522.1218882;-9206;7292;3735
1615395522.1318362;-9217;7045;3563
1615395522.141879;-9246;6792;3391
1615395522.1528912;-9275;6522;3201
1615395522.1617756;-9265;6310;3023
1615395522.1915894;-9277;5562;2473
1615395522.2026124;-9275;5265;2280
1615395522.231254;-9238;4547;1740
1615395522.2609684;-9158;3787;1165
1615395522.2711253;-9127;3520;961
1615395522.3020787;-9027;2735;337
1615395522.310798;-8982;2527;165
1615395522.3206308;-8930;2280;-35
1615395522.330674;-8872;2020;-231
1615395522.340949;-8827;1780;-435
1615395522.3518553;-8785;1490;-670
1615395522.3804543;-8602;790;-1255
1615395522.3906443;-8542;552;-1453
1615395522.4013276;-8473;267;-1670
1615395522.4307327;-8278;-390;-2263
1615395522.4413362;-8183;-620;-2446
1615395522.451478;-8112;-885;-2675
1615395522.4806619;-7880;-1527;-3250
1615395522.5101333;-7627;-2195;-3818
1615395522.5201826;-7530;-2402;-4010
1615395522.550967;-7240;-3045;-4610
1615395522.5795085;-6952;-3605;-5130
1615395522.6094067;-6665;-4182;-5656
1615395522.6196933;-6557;-4362;-5841
1615395522.6503646;-6240;-4920;-6377
1615395522.6786988;-5928;-5397;-6835
1615395522.708795;-5588;-5870;-7303
1615395522.7190704;-5486;-6015;-7458
1615395522.7496927;-5138;-6472;-7922
1615395522.7785482;-4792;-6850;-8303
1615395522.8081229;-4457;-7232;-8696
1615395522.8181283;-4347;-7347;-8818
1615395522.8487763;-3975;-7707;-9186
1615395522.8774748;-3648;-8005;-9492
1615395522.9072917;-3273;-8280;-9793
1615395522.9176397;-3158;-8352;-9887
1615395522.9488232;-2781;-8625;-10167
1615395522.9772673;-2446;-8810;-10385
1615395523.0072515;-2075;-8997;-10606
1615395523.0265565;-1837;-9100;-10731
1615395523.0365446;-1710;-9160;-10802
1615395523.0666869;-1343;-9275;-10976
1615395523.0764058;-1220;-9310;-11012
1615395523.0865462;-1098;-9330;-11056
1615395523.0973504;-958;-9380;-11100
1615395523.115872;-737;-9417;-11156
1615395523.1260662;-608;-9432;-11186
1615395523.1357634;-487;-9462;-11211
1615395523.1470034;-363;-9470;-11255
1615395523.175591;-12;-9495;-11325
1615395523.18562;107;-9490;-11333
1615395523.1964319;238;-9487;-11345
1615395523.2147653;452;-9460;-11350
1615395523.224805;576;-9452;-11358
1615395523.2350066;680;-9437;-11361
1615395523.2649357;1041;-9375;-11347
1615395523.2748373;1167;-9350;-11328
1615395523.3049173;1510;-9245;-11271
1615395523.3349462;1863;-9097;-11181
1615395523.3458407;1987;-9040;-11148
1615395523.3639157;2208;-8945;-11056
1615395523.3744473;2315;-8875;-11023
1615395523.3842988;2443;-8802;-10973
1615395523.395291;2531;-8722;-10927
1615395523.4246411;2833;-8495;-10772
1615395523.454039;3163;-8222;-10568
1615395523.4733667;3353;-8035;-10432
1615395523.4830902;3468;-7927;-10352
1615395523.5134306;3753;-7607;-10126
1615395523.5236585;3843;-7485;-10058
1615395523.5330193;3936;-7350;-9943
1615395523.544052;4038;-7227;-9846
1615395523.5628622;4202;-6975;-9652
1615395523.5727007;4292;-6837;-9551
1615395523.582434;4368;-6690;-9467
1615395523.6122544;4600;-6252;-9110
1615395523.6222773;4682;-6095;-8990
1615395523.6325135;4758;-5935;-8887
1615395523.6434903;4830;-5752;-8747
1615395523.6726594;5008;-5257;-8391
1615395523.7025907;5191;-4732;-7977
1615395523.711847;5243;-4522;-7848
1615395523.7428274;5388;-3912;-7386
1615395523.7713757;5481;-3312;-6941
1615395523.8018038;5557;-2682;-6467
1615395523.8115442;5576;-2452;-6317
1615395523.842256;5618;-1757;-5788
1615395523.8712857;5605;-1087;-5287
1615395523.8808618;5607;-847;-5123
1615395523.892061;5610;-585;-4920
1615395523.919865;5528;117;-4393
1615395523.930122;5510;370;-4231
1615395523.9409864;5486;627;-4018
1615395523.9697812;5376;1340;-3497
1615395523.9798138;5320;1587;-3293
1615395523.9908247;5260;1865;-3102
1615395524.009179;5165;2330;-2737
1615395524.0191958;5085;2577;-2555
1615395524.0294073;5022;2835;-2356
1615395524.0596473;4758;3572;-1795
1615395524.0700593;4680;3822;-1603
1615395524.079303;4587;4065;-1413
1615395524.0901318;4487;4340;-1206
1615395524.0995088;4387;4545;-1032
1615395524.12936;4062;5265;-483
1615395524.1398523;3936;5525;-282
1615395524.1488643;3836;5725;-132
1615395524.1784434;3456;6402;418
1615395524.1894763;3273;6652;626
1615395524.1986372;3147;6847;773
1615395524.2083776;2992;7062;942
1615395524.2183425;2845;7275;1111
1615395524.248282;2365;7875;1636
1615395524.2586443;2201;8075;1802
1615395524.28895;1647;8655;2296
1615395524.2981188;1502;8802;2446
1615395524.3279083;922;9302;2898
1615395524.3391786;711;9490;3058
1615395524.3472903;535;9615;3178
1615395524.3771594;-62;10035;3601
1615395524.388713;-305;10180;3756
1615395524.4176025;-930;10522;4127
1615395524.427481;-1136;10622;4247
1615395524.438336;-1386;10737;4375
1615395524.4566612;-1800;10912;4596
1615395524.4672146;-2030;10980;4691
1615395524.476544;-2258;11065;4802
1615395524.4878597;-2507;11137;4911
1615395524.506158;-2933;11237;5107
1615395524.516553;-3163;11282;5176
1615395524.5264847;-3387;11320;5263
1615395524.5381596;-3665;11362;5356
1615395524.5666773;-4307;11417;5587
1615395524.5980933;-4998;11407;5778
1615395524.6261098;-5673;11332;5931
1615395524.6368837;-5935;11287;5991
1615395524.6550677;-6322;11187;6072
1615395524.6663697;-6536;11130;6088
1615395524.6753666;-6752;11062;6123
1615395524.686631;-7021;10975;6153
1615395524.7049935;-7392;10802;6192
1615395524.71517;-7603;10707;6197
1615395524.7252157;-7796;10590;6211
1615395524.7362103;-8048;10462;6225
1615395524.7547069;-8392;10232;6225
1615395524.7645738;-8592;10080;6203
1615395524.7745495;-8777;9952;6206
1615395524.785659;-8987;9765;6190
1615395524.7950685;-9135;9627;6165
1615395524.8247206;-9638;9102;6083
1615395524.8355808;-9842;8872;6051
1615395524.8645232;-10258;8287;5928
1615395524.8948567;-10681;7612;5767
1615395524.9240305;-11055;6870;5568
1615395524.9349036;-11195;6585;5483
1615395524.9535167;-11361;6105;5337
1615395524.9634209;-11475;5820;5247
1615395524.973545;-11561;5547;5183
1615395524.9846709;-11685;5222;5077
1615395525.0028439;-11825;4672;4890
1615395525.0128236;-11901;4367;4805
1615395525.0229335;-11972;4075;4688
1615395525.034321;-12060;3727;4582
1615395525.063246;-12193;2830;4263
1615395525.0927715;-12302;1852;3928
1615395525.123457;-12371;855;3530
1615395525.1330612;-12388;465;3380
1615395525.1619868;-12386;-505;2996
1615395525.191748;-12312;-1542;2598
1615395525.2218413;-12228;-2575;2168
1615395525.2327876;-12191;-2972;2005
1615395525.2508876;-12078;-3600;1740
1615395525.2611663;-12015;-3940;1598
1615395525.2711737;-11962;-4297;1427
1615395525.2823315;-11906;-4690;1250
1615395525.3111477;-11661;-5657;820
1615395525.340848;-11371;-6675;353
1615395525.350698;-11263;-6985;198
1615395525.3822014;-10931;-8025;-288
1615395525.3907597;-10805;-8290;-418
1615395525.4206662;-10398;-9247;-876
1615395525.4320781;-10253;-9587;-1065
1615395525.4503155;-9952;-10145;-1337
1615395525.4601645;-9792;-10437;-1492
1615395525.470288;-9628;-10727;-1653
1615395525.4814584;-9457;-11060;-1827
1615395525.4998496;-9112;-11567;-2086
1615395525.5100272;-8930;-11850;-2247
1615395525.5201316;-8737;-12110;-2400
1615395525.5313168;-8531;-12410;-2576
1615395525.5493276;-8170;-12885;-2841
1615395525.5596719;-7967;-13135;-2988
1615395525.5700529;-7753;-13367;-3132
1615395525.5809746;-7516;-13632;-3285
1615395525.5996432;-7095;-14077;-3530
1615395525.6090999;-6876;-14297;-3677
1615395525.619081;-6651;-14497;-3800
1615395525.6306577;-6403;-14732;-3971
1615395525.648877;-5950;-15102;-4203
1615395525.6589189;-5721;-15305;-4331
1615395525.6688378;-5483;-15482;-4451
1615395525.6802177;-5227;-15667;-4601
1615395525.6991024;-4751;-15967;-4818
1615395525.708684;-4513;-16135;-4945
1615395525.7183826;-4255;-16287;-5061
1615395525.7297823;-4002;-16462;-5176
1615395525.7483628;-3540;-16717;-5386
1615395525.7583418;-3282;-16845;-5500
1615395525.7690372;-3018;-16960;-5601
1615395525.779402;-2738;-17095;-5693
1615395525.7981422;-2263;-17285;-5868
1615395525.8082137;-2006;-17380;-5968
1615395525.8184948;-1750;-17465;-6053
1615395525.8289928;-1462;-17575;-6160
1615395525.8476582;-998;-17710;-6298
1615395525.8577378;-756;-17782;-6383
1615395525.8677256;-500;-17842;-6476
1615395525.87848;-233;-17900;-6557
1615395525.887652;-31;-17940;-6612
1615395525.9177487;701;-18052;-6800
1615395525.9285276;980;-18090;-6867
1615395525.9573903;1663;-18120;-7023
1615395525.9872787;2341;-18130;-7162
1615395526.0171847;3013;-18082;-7273
1615395526.0285652;3256;-18047;-7317
