unixtime;Bx;By;Bz
1615395154.547908;-1515;-622;-520
1615395154.558591;-1538;-545;-298
1615395154.5682862;-1562;-465;-46
1615395154.5773094;-1592;-402;125
1615395154.5874372;-1618;-337;365
1615395154.5970578;-1640;-245;590
1615395154.6069477;-1657;-172;816
1615395154.6370854;-1752;60;1490
1615395154.6464522;-1773;127;1726
1615395154.656717;-1816;195;1942
1615395154.6867964;-1916;412;2626
1615395154.6964657;-1956;480;2822
1615395154.706304;-1995;555;3048
1615395154.746659;-2172;825;3882
1615395154.7564332;-2216;867;4097
1615395154.7676477;-2282;945;4326
1615395154.7960567;-2403;1117;4885
1615395154.8063374;-2462;1162;5081
1615395154.817393;-2520;1220;5296
1615395154.8458705;-2678;1350;5813
1615395154.875691;-2847;1447;6317
1615395154.88538;-2905;1472;6483
1615395154.9167855;-3102;1562;6941
1615395154.944719;-3261;1615;7306
1615395154.9550257;-3327;1630;7423
1615395154.9663491;-3418;1625;7562
1615395154.9949107;-3598;1612;7855
1615395155.0245566;-3801;1555;8132
1615395155.034689;-3865;1527;8197
1615395155.0653734;-4070;1407;8366
1615395155.094561;-4247;1262;8465
1615395155.1042328;-4310;1202;8481
1615395155.114895;-4400;1125;8505
1615395155.1333652;-4502;977;8500
1615395155.1438174;-4558;900;8497
1615395155.1531768;-4630;792;8476
1615395155.1934443;-4875;390;8322
1615395155.203691;-4927;270;8255
1615395155.2143354;-5006;110;8173
1615395155.2433684;-5141;-292;7906
1615395155.2531805;-5186;-445;7800
1615395155.264151;-5236;-642;7680
1615395155.2932327;-5333;-1140;7306
1615395155.3030167;-5370;-1320;7157
1615395155.3140554;-5412;-1552;6975
1615395155.3325658;-5452;-1922;6658
1615395155.342295;-5473;-2135;6472
1615395155.3524327;-5486;-2360;6273
1615395155.382419;-5497;-3035;5666
1615395155.3919463;-5497;-3285;5432
1615395155.401881;-5502;-3527;5197
1615395155.4131384;-5500;-3822;4933
1615395155.4423628;-5410;-4555;4201
1615395155.4518242;-5378;-4822;3933
1615395155.462664;-5346;-5130;3642
1615395155.4813147;-5257;-5645;3132
1615395155.4914134;-5180;-5930;2825
1615395155.5010946;-5127;-6220;2533
1615395155.5313938;-4882;-7072;1615
1615395155.5409582;-4795;-7367;1301
1615395155.550812;-4690;-7655;977
1615395155.5620172;-4590;-7985;620
1615395155.571085;-4476;-8235;340
1615395155.5805893;-4357;-8532;26
1615395155.590826;-4228;-8807;-301
1615395155.6011908;-4091;-9107;-620
1615395155.6122775;-3941;-9427;-1002
1615395155.6413321;-3511;-10235;-1952
1615395155.67089;-2966;-11062;-2933
1615395155.7010036;-2370;-11832;-3906
1615395155.7118008;-2137;-12105;-4252
1615395155.7302935;-1731;-12540;-4832
1615395155.740333;-1491;-12772;-5141
1615395155.75011;-1267;-12980;-5435
1615395155.7609224;-991;-13227;-5767
1615395155.7795906;-537;-13585;-6273
1615395155.7896414;-268;-13765;-6560
1615395155.7998347;-12;-13930;-6818
1615395155.8103662;276;-14117;-7107
1615395155.819441;508;-14252;-7323
1615395155.8498223;1312;-14622;-8010
1615395155.8611336;1612;-14752;-8255
1615395155.8788736;2122;-14915;-8606
1615395155.8891253;2417;-14982;-8783
1615395155.8987389;2691;-15030;-8938
1615395155.9100804;2997;-15087;-9137
1615395155.9290006;3496;-15115;-9396
1615395155.938629;3772;-15132;-9518
1615395155.9487343;4041;-15125;-9638
1615395155.9597678;4347;-15107;-9751
1615395155.978347;4856;-15020;-9890
1615395155.9883695;5093;-14972;-9960
1615395155.9986277;5365;-14897;-10020
1615395156.0097926;5636;-14805;-10058
1615395156.028296;6101;-14590;-10105
1615395156.0380323;6327;-14457;-10086
1615395156.048376;6536;-14305;-10083
1615395156.0592782;6817;-14152;-10066
1615395156.0777671;7202;-13822;-9990
1615395156.0879927;7418;-13615;-9911
1615395156.117534;7962;-12930;-9661
1615395156.1477964;8447;-12125;-9285
1615395156.1585624;8616;-11797;-9126
1615395156.176921;8848;-11197;-8800
1615395156.1872597;8951;-10865;-8625
1615395156.1976933;9051;-10525;-8435
1615395156.2081149;9186;-10130;-8211
1615395156.2268996;9320;-9452;-7797
1615395156.2370937;9383;-9062;-7562
1615395156.2464974;9438;-8670;-7326
1615395156.2762597;9550;-7430;-6543
1615395156.2864695;9565;-7005;-6260
1615395156.296933;9565;-6565;-5977
1615395156.3073738;9576;-6072;-5647
1615395156.3369434;9488;-4780;-4767
1615395156.3460298;9443;-4305;-4453
1615395156.3570116;9386;-3807;-4102
1615395156.3755202;9248;-2947;-3483
1615395156.3856518;9165;-2482;-3155
1615395156.3958647;9070;-2030;-2822
1615395156.4065666;8958;-1517;-2443
1615395156.4157324;8827;-1115;-2157
1615395156.4454126;8437;262;-1130
1615395156.4565597;8283;760;-743
1615395156.4656932;8138;1137;-432
1615395156.4751935;7965;1587;-106
1615395156.4847565;7772;2025;233
1615395156.5150898;7190;3292;1228
1615395156.524638;6981;3707;1557
1615395156.5554905;6272;4937;2560
1615395156.5648844;6040;5265;2816
1615395156.5942287;5241;6340;3726
1615395156.604867;4953;6707;4053
1615395156.6342974;4096;7587;4838
1615395156.6440492;3791;7875;5102
1615395156.6550825;3458;8187;5377
1615395156.6840482;2553;8892;6045
1615395156.7136269;1576;9492;6668
1615395156.7236617;1236;9660;6867
1615395156.7544007;183;10082;7388
1615395156.7630317;-107;10172;7530
1615395156.7941709;-1098;10392;7901
1615395156.8041503;-1488;10447;8010
1615395156.8232944;-2063;10500;8195
1615395156.8329895;-2403;10497;8257
1615395156.8424664;-2712;10475;8310
1615395156.8540595;-3090;10410;8361
1615395156.8724558;-3658;10290;8437
1615395156.8823957;-3957;10200;8442
1615395156.892296;-4250;10095;8442
1615395156.9032335;-4578;9970;8437
1615395156.9322267;-5338;9530;8340
1615395156.9422128;-5583;9335;8273
1615395156.9529378;-5885;9120;8213
1615395156.9713707;-6306;8700;8053
1615395156.98144;-6512;8450;7968
1615395156.991403;-6726;8190;7843
1615395157.021588;-7268;7335;7440
1615395157.0311477;-7442;7012;7285
1615395157.0412986;-7580;6687;7118
1615395157.0712187;-7957;5625;6532
1615395157.081521;-8070;5247;6323
1615395157.090824;-8155;4867;6091
1615395157.1022115;-8252;4415;5825
1615395157.1305773;-8410;3235;5088
1615395157.1405861;-8423;2797;4825
1615395157.1521645;-8455;2305;4511
1615395157.1701949;-8199;1472;3982
1615395157.180121;-8431;1025;3680
1615395157.1900482;-8383;577;3361
1615395157.2203188;-8200;-810;2397
1615395157.2301612;-8115;-1262;2070
1615395157.2399378;-8033;-1727;1730
1615395157.2696195;-7667;-3075;705
1615395157.2798967;-7548;-3535;358
1615395157.2893202;-7380;-3970;21
1615395157.3197184;-6865;-5270;-1023
1615395157.3298028;-6678;-5680;-1375
1615395157.3395646;-6475;-6095;-1710
1615395157.3693016;-5826;-7290;-2721
1615395157.3792512;-5588;-7670;-3072
1615395157.389177;-5333;-8040;-3410
1615395157.4003925;-5041;-8442;-3770
1615395157.4294724;-4262;-9387;-4656
1615395157.4595401;-3377;-10290;-5571
1615395157.4889178;-2456;-11055;-6383
1615395157.4996982;-2108;-11325;-6685
1615395157.5185518;-1497;-11710;-7132
1615395157.5286171;-1175;-11890;-7366
1615395157.5384185;-843;-12060;-7573
1615395157.5494552;-466;-12220;-7825
1615395157.5788984;471;-12560;-8345
1615395157.6084108;1486;-12785;-8811
1615395157.6381037;2465;-12850;-9183
1615395157.648981;2838;-12830;-9285
1615395157.6670496;3432;-12765;-9428
1615395157.677395;3732;-12697;-9488
1615395157.687445;4028;-12637;-9535
1615395157.6983907;4381;-12522;-9571
1615395157.7169874;4913;-12297;-9587
1615395157.7270167;5203;-12155;-9587
1615395157.73704;5486;-12002;-9581
1615395157.7481976;5783;-11805;-9551
1615395157.7669156;6256;-11425;-9456
1615395157.7768672;6512;-11190;-9402
1615395157.786482;6726;-10955;-9328
1615395157.7975533;6995;-10672;-9227
1615395157.8268034;7572;-9840;-8901
1615395157.8562803;8110;-8842;-8451
1615395157.866586;8260;-8465;-8292
1615395157.8973088;8666;-7237;-7682
1615395157.925886;8916;-5995;-7031
1615395157.935466;8987;-5535;-6783
1615395157.9468489;9056;-5027;-6513
1615395157.964946;9103;-4122;-5991
1615395157.9756541;9112;-3630;-5721
1615395157.9852602;9115;-3122;-5423
1615395158.0151296;9048;-1612;-4525
1615395158.0252442;8998;-1092;-4208
1615395158.0346947;8937;-572;-3887
1615395158.0453818;8840;7;-3513
1615395158.0547066;8742;452;-3236
1615395158.0645049;8632;977;-2896
1615395158.074754;8518;1500;-2563
1615395158.084758;8371;2012;-2220
1615395158.09562;8228;2607;-1822
1615395158.1246214;7735;4072;-832
1615395158.1348264;7540;4572;-473
1615395158.1451547;7308;5105;-97
1615395158.1540716;7102;5535;190
1615395158.1841023;6388;6920;1220
1615395158.1951425;6101;7397;1593
1615395158.2237477;5305;8605;2495
1615395158.2338104;4996;8997;2813
1615395158.2454026;4650;9402;3167
1615395158.262943;4065;10055;3691
1615395158.272955;3741;10395;3968
1615395158.2832565;3401;10705;4241
1615395158.2942712;3010;11052;4552
1615395158.3234026;2013;11805;5238
1615395158.3530347;941;12470;5873
1615395158.3633106;582;12660;6061
1615395158.3935487;-558;13127;6601
1615395158.4022913;-866;13235;6715
1615395158.43308;-1913;13485;7075
1615395158.4433525;-2315;13550;7190
1615395158.4616888;-2945;13582;7331
1615395158.4722981;-3263;13580;7388
1615395158.4819987;-3582;13572;7435
1615395158.4930823;-3978;13535;7478
1615395158.5220752;-4846;13355;7502
