Length |B|Tesla
0.00000000e+000	4.19400506e-001	
2.09520662e-001	3.52318218e-001	
4.19041325e-001	3.13862216e-001	
6.28561987e-001	2.96753214e-001	
8.38082649e-001	2.83389488e-001	
1.04760331e+000	2.76647145e-001	
1.25712397e+000	2.70084716e-001	
1.46664464e+000	2.65763040e-001	
1.67616530e+000	2.61770842e-001	
1.88568596e+000	2.57885322e-001	
2.09520662e+000	2.55048540e-001	
2.30472729e+000	2.52963396e-001	
2.51424795e+000	2.51159476e-001	
2.72376861e+000	2.49350391e-001	
2.93328927e+000	2.48470825e-001	
3.14280993e+000	2.47362116e-001	
3.35233060e+000	2.47073155e-001	
3.56185126e+000	2.46912794e-001	
3.77137192e+000	2.45941339e-001	
3.98089258e+000	2.45177669e-001	
4.19041325e+000	2.44335612e-001	
4.39993391e+000	2.43807271e-001	
4.60945457e+000	2.43624155e-001	
4.81897523e+000	2.43526601e-001	
5.02849589e+000	2.43268876e-001	
5.23801656e+000	2.43324927e-001	
5.44753722e+000	2.43411453e-001	
5.65705788e+000	2.43637273e-001	
5.86657854e+000	2.43934833e-001	
6.07609921e+000	2.43912682e-001	
6.28561987e+000	2.43858214e-001	
6.49514053e+000	2.43876114e-001	
6.70466119e+000	2.44049900e-001	
6.91418186e+000	2.44351408e-001	
7.12370252e+000	2.44469307e-001	
7.33322318e+000	2.44625398e-001	
7.54274384e+000	2.45081865e-001	
7.75226450e+000	2.45283047e-001	
7.96178517e+000	2.45436715e-001	
8.17130583e+000	2.45559509e-001	
8.38082649e+000	2.46008173e-001	
8.59034715e+000	2.46251961e-001	
8.79986782e+000	2.46637363e-001	
9.00938848e+000	2.46980911e-001	
9.21890914e+000	2.47299407e-001	
9.42842980e+000	2.47556364e-001	
9.63795046e+000	2.47918899e-001	
9.84747113e+000	2.48282930e-001	
1.00569918e+001	2.48557767e-001	
1.02665125e+001	2.48773863e-001	
1.04760331e+001	2.48992118e-001	
1.06855538e+001	2.49319858e-001	
1.08950744e+001	2.49642615e-001	
1.11045951e+001	2.50093575e-001	
1.13141158e+001	2.50431524e-001	
