i;x;A; B1; B2; Sig; E; H1; H2; Je; Js; Mu1; Mu2; Pe; Ph;;mu;mo;r1u;r1o;r2u;r2o;r3u;r3o;l1u;l1o;l2u;l2o;l3u;l3o;
90;198;-0.005339070281546218;-0.0003825772475570942;-0.1211025210055676;0;5835.402841969336;-304.4453003160164;-96370.32419463087;0;0;1;1;0;0;;3.856052309597216e-006;3.85616427362393e-006;1.896090566230089e-006;1.896144580406421e-006;1.87689672486906e-006;1.876833022915032e-006;1.783570997547804e-006;1.783631832686964e-006;-1.676765280903562e-006;-1.676752735238596e-006;-1.837104029746299e-006;-1.837221524353918e-006;-1.893110719179825e-006;-1.893141373672365e-006
91;200.2;-0.004984389338687266;-0.0002100834779156491;-0.1548020950551919;0;9534.866312617663;-167.1791198610629;-123187.5931450762;0;0;1;1;0;0;;4.853753814638112e-006;4.853656271691328e-006;1.896586780895694e-006;1.896589770249967e-006;1.858361517578963e-006;1.858280755725213e-006;1.731834402861685e-006;1.731992266019128e-006;-1.579685555974341e-006;-1.579445543822107e-006;-1.804262896311207e-006;-1.804327648465131e-006;-1.883581070794694e-006;-1.883659266708341e-006
92;202.4;-0.004636553558490767;-0.0001481494835831664;-0.1824163703276819;0;13240.00188000677;-117.8936131438627;-145162.3351926616;0;0;1;1;0;0;;5.757231208813544e-006;5.757174277845053e-006;1.891790297695131e-006;1.891773704697863e-006;1.832093562398475e-006;1.832109842647577e-006;1.661931121217422e-006;1.662160691194391e-006;-1.4051203818165e-006;-1.404480159266744e-006;-1.759048374242901e-006;-1.759563204453336e-006;-1.868495512252759e-006;-1.86852524961488e-006
93;204.6;-0.00423070354504957;7.18793839383136e-005;-0.2039233120749357;0;16546.03530741803;57.19979630091399;-162277.0156419861;0;0;1;1;0;0;;6.516204803039608e-006;6.516213148066587e-006;1.881442684191737e-006;1.881617661275841e-006;1.796876004106141e-006;1.79661972442664e-006;1.556042647678206e-006;1.556217598315081e-006;-1.109441634475203e-006;-1.108718392450917e-006;-1.699423738973483e-006;-1.700341961088682e-006;-1.84634606300277e-006;-1.846284432001633e-006
94;206.8;-0.00379027222492548;5.113690968830658e-006;-0.2197953142065945;0;19221.9303631405;4.069345975668913;-174907.553622079;0;0;1;1;0;0;;7.182553276903114e-006;7.182541534039572e-006;1.865284680656693e-006;1.865099482831553e-006;1.749558645223393e-006;1.750048974599483e-006;1.359076908897767e-006;1.358928846731211e-006;-7.598754376451061e-007;-7.592989765992427e-007;-1.614663453407424e-006;-1.615285153956993e-006;-1.815959754615318e-006;-1.81595651810286e-006
95;209;-0.003317626597390267;3.97618078589309e-005;-0.2310379381001704;0;21238.64242933662;31.64144133509512;-183854.1494520073;0;0;1;1;0;0;;7.791325543734225e-006;7.791504891578633e-006;1.841375982349894e-006;1.841380617218796e-006;1.686052987716702e-006;1.686574558606677e-006;1.048321822414142e-006;1.047885981389138e-006;-4.261095152546602e-007;-4.266533088355768e-007;-1.476041225282701e-006;-1.475518971479614e-006;-1.774862265051051e-006;-1.774931685161382e-006
96;211.2;-0.002860092710571681;5.270003462332376e-005;-0.239672771022483;0;22855.85938443157;41.93735505708003;-190725.5311638007;0;0;1;1;0;0;;8.350781222456774e-006;8.351095974568332e-006;1.809231070281692e-006;1.808937885274979e-006;1.594286009785045e-006;1.596004885585754e-006;6.972302016404978e-007;6.954820670946293e-007;-1.898688443457645e-007;-1.914014547583099e-007;-1.21732033634537e-006;-1.215057122607408e-006;-1.719531785215837e-006;-1.720913650272605e-006
97;213.4;-0.002297699194918322;-3.325334745841072e-005;-0.2458177594957067;0;24042.88948800658;-26.4621731117919;-195615.557617582;0;0;1;1;0;0;;8.858690251135031e-006;8.858838753809222e-006;1.766483174822613e-006;1.766311097036427e-006;1.436215695449728e-006;1.437070955700066e-006;3.771519509205247e-007;3.764306939924413e-007;-2.069230681441686e-008;-2.109302904526774e-008;-8.764421482675855e-007;-8.758520437597639e-007;-1.645931910556683e-006;-1.646490011687071e-006
98;215.6;-0.001746025219528032;-3.142726664699856e-005;-0.2500879016166477;0;24885.45079643929;-25.00902417368438;-199013.6287488455;0;0;1;1;0;0;;9.301328925461144e-006;9.300798222246424e-006;1.708841729155241e-006;1.709294192897005e-006;1.157111995047066e-006;1.156351827600152e-006;1.575631587200747e-007;1.581382899694594e-007;1.416896879910248e-007;1.417695706473184e-007;-5.292407019469253e-007;-5.282926283779084e-007;-1.530008466142377e-006;-1.530915384237542e-006
99;217.8;-0.00128789084277179;-1.456234109846555e-005;-0.253032621214868;0;25474.94005061765;-11.58834284405527;-201356.9621492271;0;0;1;1;0;0;;9.634943871647614e-006;9.634568710552824e-006;1.6289126565835e-006;1.63020152948405e-006;8.105573674698757e-007;8.093389512152382e-007;-6.337532502326445e-009;-6.249214164459442e-009;3.558931415376197e-007;3.55697600118568e-007;-2.586733332638983e-007;-2.573101034755634e-007;-1.311953910911764e-006;-1.312946882211744e-006
