Length |B|Tesla
0.00000000e+000	1.22252535e-001	
2.09473078e-001	1.25372337e-001	
4.18946155e-001	1.28494609e-001	
6.28419233e-001	1.31924458e-001	
8.37892310e-001	1.35767172e-001	
1.04736539e+000	1.39316322e-001	
1.25683847e+000	1.42213511e-001	
1.46631154e+000	1.45120413e-001	
1.67578462e+000	1.47885257e-001	
1.88525770e+000	1.50805396e-001	
2.09473078e+000	1.54554412e-001	
2.30420385e+000	1.57577918e-001	
2.51367693e+000	1.60305428e-001	
2.72315001e+000	1.63039369e-001	
2.93262309e+000	1.65879562e-001	
3.14209616e+000	1.68804625e-001	
3.35156924e+000	1.71250154e-001	
3.56104232e+000	1.73689522e-001	
3.77051540e+000	1.76280024e-001	
3.97998847e+000	1.78896463e-001	
4.18946155e+000	1.81184732e-001	
4.39893463e+000	1.83447492e-001	
4.60840771e+000	1.85675610e-001	
4.81788078e+000	1.88005446e-001	
5.02735386e+000	1.90128742e-001	
5.23682694e+000	1.92200621e-001	
5.44630002e+000	1.94216437e-001	
5.65577310e+000	1.96285371e-001	
5.86524617e+000	1.98417231e-001	
6.07471925e+000	2.00482889e-001	
6.28419233e+000	2.02180522e-001	
6.49366541e+000	2.03788378e-001	
6.70313848e+000	2.05386914e-001	
6.91261156e+000	2.07172232e-001	
7.12208464e+000	2.08950937e-001	
7.33155772e+000	2.10400813e-001	
7.54103079e+000	2.11792100e-001	
7.75050387e+000	2.13333546e-001	
7.95997695e+000	2.15027874e-001	
8.16945003e+000	2.16506059e-001	
8.37892310e+000	2.17849384e-001	
8.58839618e+000	2.19082843e-001	
8.79786926e+000	2.20341505e-001	
9.00734234e+000	2.21568073e-001	
9.21681541e+000	2.22701711e-001	
9.42628849e+000	2.23904562e-001	
9.63576157e+000	2.25060561e-001	
9.84523465e+000	2.26158672e-001	
1.00547077e+001	2.27270137e-001	
1.02641808e+001	2.28315768e-001	
1.04736539e+001	2.29290857e-001	
1.06831270e+001	2.30243497e-001	
1.08926000e+001	2.31212176e-001	
1.11020731e+001	2.32137246e-001	
1.13115462e+001	2.33104465e-001	
1.15210193e+001	2.33981621e-001	
1.17304923e+001	2.34706115e-001	
1.19399654e+001	2.35534988e-001	
1.21494385e+001	2.36442248e-001	
1.23589116e+001	2.37157095e-001	
1.25683847e+001	2.37878761e-001	
1.27778577e+001	2.38580608e-001	
1.29873308e+001	2.39350473e-001	
1.31968039e+001	2.40053078e-001	
1.34062770e+001	2.40648054e-001	
1.36157500e+001	2.41283425e-001	
