unixtime;input;ESP_CC;cc_overflow_count;
1627542522.003671;2;842155736;0;
1627542522.0093026;3;842990960;0;
1627542522.0139482;1;843840487;0;
1627542522.0193346;2;844669234;0;
1627542522.0247042;3;845504968;0;
1627542522.030004;1;846351869;0;
1627542522.0352068;2;847185816;0;
1627542522.040641;3;848020048;0;
1627542522.0457034;1;848867807;0;
1627542522.0511792;2;849698984;0;
1627542522.056266;3;850537590;0;
1627542522.0617523;1;851384101;0;
1627542522.0665967;2;852216832;0;
1627542522.0722318;3;853052522;0;
1627542522.0775478;1;853903719;0;
1627542522.082259;2;854733610;0;
1627542522.0874736;3;855570032;0;
1627542522.092926;1;856417623;0;
1627542522.0982933;2;857252104;0;
1627542522.1032765;3;858086052;0;
1627542522.1085386;1;858933503;0;
1627542522.1137984;2;859766370;0;
1627542522.119165;3;860604320;0;
1627542522.1251302;1;861441575;0;
1627542522.1297088;2;862271840;0;
1627542522.1346269;3;863108452;0;
1627542522.140127;1;863957573;0;
1627542522.1452336;2;864786930;0;
1627542522.1505613;3;865621764;0;
1627542522.156486;1;866461283;0;
1627542522.161175;2;867294228;0;
1627542522.1663876;3;868128244;0;
1627542522.1718125;1;868976111;0;
1627542522.1766903;2;869806136;0;
1627542522.1821873;3;870644810;0;
1627542522.187706;1;871490515;0;
1627542522.192118;2;872320572;0;
1627542522.1975923;3;873155812;0;
1627542522.2028835;1;874005351;0;
1627542522.2079797;2;874834100;0;
1627542522.2133415;3;875669450;0;
1627542522.2193537;1;876516207;0;
1627542522.2239273;2;877349748;0;
1627542522.2290142;3;878184024;0;
1627542522.234277;1;879031615;0;
1627542522.2394314;2;879862898;0;
1627542522.244691;3;880701444;0;
1627542522.2503445;1;881547731;0;
1627542522.2553692;2;882380164;0;
1627542522.2607265;3;883216012;0;
1627542522.2653785;1;883948833;0;
1627542522.2712457;2;884896944;0;
1627542522.2761052;3;885733002;0;
1627542522.2815113;1;886580613;0;
1627542522.2866828;2;887414520;0;
1627542522.2921586;3;888248336;0;
1627542522.297444;1;889095443;0;
1627542522.3023453;2;889928252;0;
1627542522.3076355;3;890766344;0;
1627542522.3132596;1;891612545;0;
1627542522.317998;2;892442888;0;
1627542522.3237393;3;893279602;0;
1627542522.329132;1;894128829;0;
1627542522.3343534;2;894957922;0;
1627542522.3390644;3;895792350;0;
1627542522.3452609;1;896640225;0;
1627542522.3495817;2;897472734;0;
1627542522.3547962;3;898306378;0;
1627542522.3599606;1;899153665;0;
1627542522.3653834;2;899983652;0;
1627542522.370611;3;900822030;0;
1627542522.3757699;1;901667507;0;
1627542522.38094;2;902497686;0;
1627542522.3860903;3;903333134;0;
1627542522.391649;1;904182655;0;
1627542522.3969147;2;905011530;0;
1627542522.4019966;3;905847014;0;
1627542522.4082823;1;906693697;0;
1627542522.4126136;2;907527098;0;
1627542522.4178734;3;908361088;0;
1627542522.4228864;1;909208207;0;
1627542522.4283476;2;910039214;0;
1627542522.4332697;3;910877442;0;
1627542522.438784;1;911723617;0;
1627542522.4441612;2;912555830;0;
1627542522.4492621;3;913391432;0;
1627542522.454738;1;914242545;0;
1627542522.459685;2;915072262;0;
1627542522.465044;3;915908624;0;
1627542522.4707637;1;916756105;0;
1627542522.4758742;2;917590174;0;
1627542522.4805162;3;918424022;0;
1627542522.4859624;1;919271135;0;
1627542522.491132;2;920103682;0;
1627542522.4964242;3;920941612;0;
1627542522.5017917;1;921787689;0;
1627542522.5069885;2;922617874;0;
1627542522.5122921;3;923454522;0;
1627542522.5173724;1;924294580;0;
1627542522.5224786;2;925123601;0;
1627542522.5276904;3;925958185;0;
1627542522.5329907;1;926806162;0;
1627542522.5384252;2;927638897;0;
1627542522.543675;3;928472561;0;
1627542522.5486913;1;929319986;0;
1627542522.5537126;2;930149885;0;
1627542522.5591614;3;930988167;0;
1627542522.5644388;1;931833666;0;
1627542522.5698228;2;932663567;0;
1627542522.5746274;3;933498397;0;
1627542522.5799024;1;934347794;0;
1627542522.5855687;2;935176391;0;
1627542522.590623;3;936011823;0;
1627542522.59598;1;936858550;0;
1627542522.6013074;2;937692037;0;
1627542522.6060984;3;938526101;0;
1627542522.6114933;1;939373596;0;
1627542522.6169689;2;940204511;0;
1627542522.6219409;3;941042811;0;
1627542522.627168;1;941888784;0;
1627542522.6325374;2;942720807;0;
1627542522.637731;3;943556155;0;
1627542522.642933;1;944406940;0;
1627542522.6483011;2;945236175;0;
1627542522.6533287;3;946072243;0;
1627542522.6588478;1;946919658;0;
1627542522.6639547;2;947753493;0;
1627542522.6694813;3;948587293;0;
1627542522.674301;1;949434512;0;
1627542522.6797338;2;950266739;0;
1627542522.6849294;3;951104575;0;
1627542522.6902683;1;951950710;0;
1627542522.6955757;2;952780875;0;
1627542522.700471;3;953617329;0;
1627542522.7061634;1;954466254;0;
1627542522.711342;2;955295359;0;
1627542522.7163055;3;956129775;0;
1627542522.721526;1;956977608;0;
1627542522.7267432;2;957810173;0;
1627542522.7321174;3;958643627;0;
1627542522.737575;1;959490728;0;
1627542522.7429063;2;960320553;0;
1627542522.7480671;3;961158685;0;
1627542522.753191;1;962004020;0;
1627542522.759028;2;962833651;0;
1627542522.7636096;3;963668445;0;
1627542522.7685442;1;964517830;0;
1627542522.7740238;2;965346463;0;
1627542522.7789936;3;966181791;0;
1627542522.7844994;1;967028524;0;
1627542522.7899895;2;967861989;0;
1627542522.7952209;3;968696081;0;
1627542522.8000972;1;969534094;0;
1627542522.805317;2;970364993;0;
1627542522.810433;3;971203211;0;
1627542522.8157005;1;972049138;0;
1627542522.8211405;2;972881109;0;
1627542522.826104;3;973716367;0;
1627542522.8317735;1;974567054;0;
1627542522.8368227;2;975396255;0;
1627542522.8420665;3;976232127;0;
1627542522.8473284;1;977079456;0;
1627542522.852435;2;977913087;0;
1627542522.8577726;3;978746885;0;
1627542522.862894;1;979594020;0;
1627542522.8682766;2;980426459;0;
1627542522.8732555;3;981264245;0;
1627542522.8789473;1;982110052;0;
1627542522.8841925;2;982939983;0;
